batting_team,bowling_team,venue,season,target,over,runs_scored,wickets_lost,runs_needed,balls_left,crr,rrr,result
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,11,108,0,75,45,9.82,10.0,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,12,116,0,67,38,9.67,10.58,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,13,129,1,54,29,9.92,11.17,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,14,134,1,49,23,9.57,12.78,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,15,143,1,40,17,9.53,14.12,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,16,156,1,27,11,9.75,14.73,1
Kochi Tuskers Kerala,Mumbai Indians,Wankhede Stadium,2011,183,17,164,2,19,5,9.65,22.8,1
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,1,18,2,166,107,18.0,9.31,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,2,25,2,159,101,12.5,9.45,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,3,30,2,154,95,10.0,9.73,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,4,31,3,153,89,7.75,10.31,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,5,33,3,151,83,6.6,10.92,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,6,38,3,146,77,6.33,11.38,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,7,52,3,132,71,7.43,11.15,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,8,57,3,127,65,7.12,11.72,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,9,67,3,117,59,7.44,11.9,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,10,77,4,107,52,7.7,12.35,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,11,85,4,99,46,7.73,12.91,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,12,95,4,89,39,7.92,13.69,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,13,108,4,76,33,8.31,13.82,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,14,112,5,72,27,8.0,16.0,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,15,123,5,61,20,8.2,18.3,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,16,128,6,56,14,8.0,24.0,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,17,143,6,41,8,8.41,30.75,0
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,184,18,153,7,31,1,8.5,186.0,0
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,1,16,0,150,108,16.0,8.33,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,2,26,0,140,101,13.0,8.32,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,3,36,0,130,93,12.0,8.39,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,4,59,0,107,86,14.75,7.47,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,5,62,0,104,80,12.4,7.8,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,6,75,0,91,74,12.5,7.38,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,7,80,0,86,68,11.43,7.59,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,8,96,0,70,62,12.0,6.77,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,9,104,0,62,56,11.56,6.64,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,10,111,0,55,48,11.1,6.88,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,11,116,0,50,41,10.55,7.32,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,12,132,0,34,35,11.0,5.83,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,13,136,1,30,29,10.46,6.21,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,14,139,1,27,23,9.93,7.04,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,15,151,2,15,17,10.07,5.29,1
Punjab Kings,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",2011,166,16,156,2,10,11,9.75,5.45,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,1,12,0,176,108,12.0,9.78,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,2,24,0,164,102,12.0,9.65,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,3,35,0,153,96,11.67,9.56,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,4,52,0,136,90,13.0,9.07,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,5,67,0,121,82,13.4,8.85,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,6,75,1,113,76,12.5,8.92,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,7,85,1,103,70,12.14,8.83,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,8,90,1,98,64,11.25,9.19,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,9,98,2,90,58,10.89,9.31,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,10,109,2,79,51,10.9,9.29,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,11,115,2,73,45,10.45,9.73,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,12,116,4,72,39,9.67,11.08,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,13,120,5,68,33,9.23,12.36,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,14,128,5,60,27,9.14,13.33,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,15,140,5,48,21,9.33,13.71,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,16,147,5,41,15,9.19,16.4,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,17,167,5,21,7,9.82,18.0,1
Delhi Capitals,Pune Warriors,Dr DY Patil Sports Academy,2011,188,18,180,7,8,1,10.0,48.0,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,1,9,1,73,106,9.0,4.13,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,2,12,1,70,100,6.0,4.2,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,3,19,1,63,94,6.33,4.02,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,4,23,1,59,88,5.75,4.02,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,5,26,1,56,82,5.2,4.1,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,6,31,2,51,76,5.17,4.03,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,7,36,2,46,70,5.14,3.94,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,8,41,2,41,61,5.12,4.03,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,9,45,2,37,55,5.0,4.04,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,10,53,2,29,49,5.3,3.55,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,11,57,2,25,43,5.18,3.49,1
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,2011,82,12,64,2,18,37,5.33,2.92,1
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,1,18,0,151,108,18.0,8.39,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,2,27,0,142,102,13.5,8.35,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,3,28,1,141,96,9.33,8.81,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,4,33,2,136,90,8.25,9.07,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,5,38,3,131,84,7.6,9.36,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,6,41,3,128,78,6.83,9.85,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,7,57,3,112,71,8.14,9.46,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,8,71,3,98,65,8.88,9.05,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,9,78,3,91,59,8.67,9.25,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,10,84,3,85,53,8.4,9.62,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,11,86,3,83,47,7.82,10.6,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,12,94,4,75,41,7.83,10.98,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,13,99,4,70,35,7.62,12.0,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,14,107,5,62,29,7.64,12.83,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,15,112,5,57,23,7.47,14.87,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,16,120,6,49,17,7.5,17.29,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,17,131,6,38,11,7.71,20.73,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,2011,169,18,143,6,26,4,7.94,39.0,0
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,1,11,1,108,108,11.0,6.0,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,2,12,1,107,102,6.0,6.29,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,3,20,1,99,96,6.67,6.19,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,4,27,1,92,90,6.75,6.13,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,5,32,1,87,84,6.4,6.21,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,6,41,1,78,77,6.83,6.08,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,7,51,1,68,71,7.29,5.75,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,8,57,1,62,65,7.12,5.72,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,9,63,1,56,59,7.0,5.69,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,10,68,1,51,53,6.8,5.77,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,11,78,1,41,47,7.09,5.23,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,12,81,1,38,41,6.75,5.56,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,13,83,2,36,35,6.38,6.17,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,14,89,3,30,29,6.36,6.21,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,15,95,3,24,23,6.33,6.26,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,16,99,3,20,17,6.19,7.06,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,17,108,3,11,11,6.35,6.0,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,2011,119,18,114,3,5,5,6.33,6.0,1
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,1,14,0,119,108,14.0,6.61,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,2,22,0,111,102,11.0,6.53,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,3,27,1,106,96,9.0,6.62,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,4,28,2,105,90,7.0,7.0,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,5,37,3,96,84,7.4,6.86,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,6,42,3,91,78,7.0,7.0,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,7,49,3,84,72,7.0,7.0,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,8,52,3,81,66,6.5,7.36,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,9,59,3,74,60,6.56,7.4,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,10,64,3,69,54,6.4,7.67,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,11,73,3,60,48,6.64,7.5,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,12,75,4,58,42,6.25,8.29,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,13,77,4,56,36,5.92,9.33,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,14,86,5,47,30,6.14,9.4,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,15,98,6,35,24,6.53,8.75,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,16,101,7,32,17,6.31,11.29,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,17,107,8,26,10,6.29,15.6,0
Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,2011,133,18,119,8,14,4,6.61,21.0,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,1,12,1,184,108,12.0,10.22,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,2,18,2,178,102,9.0,10.47,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,3,31,2,165,96,10.33,10.31,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,4,38,2,158,90,9.5,10.53,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,5,45,2,151,84,9.0,10.79,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,6,48,3,148,78,8.0,11.38,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,7,49,4,147,72,7.0,12.25,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,8,55,4,141,66,6.88,12.82,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,9,61,4,135,60,6.78,13.5,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,10,74,4,122,54,7.4,13.56,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,11,86,4,110,48,7.82,13.75,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,12,99,5,97,42,8.25,13.86,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,13,102,5,94,36,7.85,15.67,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,14,113,5,83,30,8.07,16.6,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,15,118,5,78,24,7.87,19.5,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,16,124,5,72,18,7.75,24.0,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,17,130,6,66,12,7.65,33.0,0
Rajasthan Royals,Punjab Kings,"Punjab Cricket Association Stadium, Mohali",2011,196,18,140,6,56,5,7.78,67.2,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,1,10,0,155,106,10.0,8.77,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,2,22,0,143,99,11.0,8.67,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,3,35,1,130,93,11.67,8.39,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,4,38,2,127,87,9.5,8.76,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,5,44,2,121,81,8.8,8.96,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,6,53,2,112,75,8.83,8.96,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,7,61,2,104,69,8.71,9.04,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,8,76,2,89,63,9.5,8.48,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,9,84,2,81,57,9.33,8.53,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,10,97,2,68,51,9.7,8.0,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,11,101,3,64,45,9.18,8.53,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,12,102,4,63,39,8.5,9.69,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,13,110,4,55,31,8.46,10.65,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,14,119,4,46,24,8.5,11.5,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,15,123,5,42,17,8.2,14.82,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,16,135,5,30,9,8.44,20.0,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,2011,165,17,137,8,28,3,8.06,56.0,0
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,1,13,0,159,108,13.0,8.83,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,2,17,0,155,102,8.5,9.12,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,3,32,0,140,95,10.67,8.84,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,4,46,0,126,89,11.5,8.49,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,5,57,0,115,83,11.4,8.31,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,6,60,0,112,77,10.0,8.73,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,7,74,0,98,71,10.57,8.28,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,8,88,0,84,65,11.0,7.75,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,9,92,0,80,59,10.22,8.14,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,10,106,0,66,53,10.6,7.47,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,11,123,0,49,47,11.18,6.26,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,12,131,1,41,40,10.92,6.15,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,13,137,1,35,34,10.54,6.18,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,14,152,1,20,27,10.86,4.44,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,15,159,1,13,21,10.6,3.71,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,16,166,1,6,15,10.38,2.4,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,2011,172,17,171,1,1,8,10.06,0.75,1
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,1,18,0,214,108,18.0,11.89,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,2,25,0,207,101,12.5,12.3,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,3,25,1,207,95,8.33,13.07,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,4,34,1,198,88,8.5,13.5,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,5,46,1,186,82,9.2,13.61,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,6,59,1,173,76,9.83,13.66,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,7,75,1,157,70,10.71,13.46,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,8,91,1,141,64,11.38,13.22,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,9,96,1,136,58,10.67,14.07,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,10,103,2,129,52,10.3,14.88,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,11,117,2,115,46,10.64,15.0,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,12,127,3,105,40,10.58,15.75,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,13,138,3,94,34,10.62,16.59,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,14,147,3,85,28,10.5,18.21,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,15,161,4,71,22,10.73,19.36,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,16,176,4,56,15,11.0,22.4,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,17,188,5,44,9,11.06,29.33,0
Punjab Kings,Delhi Capitals,Feroz Shah Kotla,2011,232,18,195,5,37,3,10.83,74.0,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,1,15,1,158,108,15.0,8.78,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,2,25,1,148,102,12.5,8.71,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,3,31,1,142,96,10.33,8.88,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,4,39,1,134,90,9.75,8.93,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,5,41,2,132,84,8.2,9.43,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,6,44,2,129,78,7.33,9.92,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,7,57,3,116,70,8.14,9.94,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,8,65,3,108,64,8.12,10.12,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,9,72,4,101,58,8.0,10.45,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,10,76,4,97,52,7.6,11.19,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,11,81,4,92,46,7.36,12.0,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,12,91,4,82,40,7.58,12.3,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,13,95,5,78,34,7.31,13.76,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,14,100,6,73,28,7.14,15.64,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,15,101,7,72,22,6.73,19.64,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,16,116,7,57,16,7.25,21.38,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,17,123,7,50,10,7.24,30.0,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",2011,173,18,129,8,44,3,7.17,88.0,0
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,1,16,0,94,108,16.0,5.22,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,2,20,0,90,102,10.0,5.29,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,3,23,0,87,95,7.67,5.49,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,4,33,0,77,89,8.25,5.19,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,5,38,0,72,83,7.6,5.2,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,6,46,0,64,77,7.67,4.99,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,7,48,0,62,71,6.86,5.24,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,8,57,0,53,65,7.12,4.89,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,9,68,0,42,59,7.56,4.27,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,10,71,1,39,53,7.1,4.42,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,11,80,1,30,47,7.27,3.83,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,12,96,1,14,41,8.0,2.05,1
Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,2011,110,13,107,2,3,35,8.23,0.51,1
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,1,12,0,131,108,12.0,7.28,0
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,2,19,1,124,102,9.5,7.29,0
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,3,27,2,116,96,9.0,7.25,0
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,4,40,3,103,89,10.0,6.94,0
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,5,40,4,103,83,8.0,7.45,0
Pune Warriors,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",2011,143,6,43,4,100,77,7.17,7.79,0
